Feature ID	Taxon	Confidence	domain	phylum	class	order	family	genus	species
836d43a2ff8c6ae378553d85bfb5f4e4	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Hyphomicrobiales_Incertae_Sedis;g__Phreatobacter;s__	0.98964087	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Hyphomicrobiales_Incertae_Sedis	g__Phreatobacter	s__
97fd5405520473610f5ff4686960371e	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales	0.996164952	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales			
ba7b5d03d6feb3245377d14103b5ce6e	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae	0.999980315	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae		
9eab7a1249300ee6e9757c224201f94d	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Lysobacterales;f__Lysobacteraceae;g__Stenotrophomonas;s__	0.999151243	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Lysobacterales	f__Lysobacteraceae	g__Stenotrophomonas	s__
70a60612f186462ac3e8cd7ffb50690c	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae	0.99909903	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae		
ff79b629ec56ea875ee204de17b06ec1	d__Bacteria;p__Chloroflexota;c__KD4-96;o__Incertae_Sedis;f__Incertae_Sedis;g__Incertae_Sedis;s__	0.9998528	d__Bacteria	p__Chloroflexota	c__KD4-96	o__Incertae_Sedis	f__Incertae_Sedis	g__Incertae_Sedis	s__
62aed129ef47cdb0866bddc5afd8ab4a	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Alkalibacterium;s__	0.996334749	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__Alkalibacterium	s__
aa9b3a1418d146c262ec63305292065a	d__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__	0.999910952	d__Bacteria	p__Actinomycetota	c__Actinobacteria	o__Mycobacteriales	f__Corynebacteriaceae	g__Corynebacterium	s__
65d43491988bfe557da4d86a5ba25dae	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__	0.990256606	d__Bacteria	p__Bacillota	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Staphylococcus	s__
f4c25d36e800c9a2b058a1aa3ba79f7f	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__	0.773860294	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Vibrionaceae	g__Vibrio	s__
b381b237c2eefde436e72e237168474d	d__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Streptosporangiales;f__Thermomonosporaceae;g__Actinomadura;s__	0.936505795	d__Bacteria	p__Actinomycetota	c__Actinobacteria	o__Streptosporangiales	f__Thermomonosporaceae	g__Actinomadura	s__
6ee9af06f7effb48c8907e7a74f4e8a2	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella;s__	0.999577949	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	g__Legionella	s__
6bacc7ea0f26ebebf4385701b5828751	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__	0.998594409	d__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Deinococcaceae	g__Deinococcus	s__
f6edbcb91f18c1dcc550ce2c68333165	d__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Frankiales;f__Geodermatophilaceae;g__Blastococcus;s__	0.997592888	d__Bacteria	p__Actinomycetota	c__Actinobacteria	o__Frankiales	f__Geodermatophilaceae	g__Blastococcus	s__
0df6c802966e8670279671824da4f10a	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	0.999993403	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae		
4f61cf4dcd88f6d8bc4dc37d2b200386	d__Bacteria;p__Bacillota;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__	0.984044983	d__Bacteria	p__Bacillota	c__Desulfitobacteriia	o__Desulfitobacteriales	f__Desulfitobacteriaceae	g__Desulfosporosinus	s__
e57c5df6a9b3b982472e7754ed31f313	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Massilia;s__	0.913043321	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Massilia	s__
d900eb33f6b4bc449aab64df16ae18b2	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	0.999139272	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__
92f1720367db58c68a96eceb9feb416a	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Beijerinckiaceae;g__Methylorubrum;s__	0.994822177	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Beijerinckiaceae	g__Methylorubrum	s__
43b72e1c329516e46d8e7def74a33168	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Microscillaceae;g__Incertae_Sedis;s__	0.961660608	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Microscillaceae	g__Incertae_Sedis	s__
a7da93a9744a7863292bcf97d47b6a10	d__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae	0.990662672	d__Bacteria	p__Actinomycetota	c__Actinobacteria	o__Micrococcales	f__Intrasporangiaceae		
cbb6fab87cf3f882d378e590c736cb8b	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__UCG-010;g__Incertae_Sedis;s__	0.829501579	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__UCG-010	g__Incertae_Sedis	s__
f52cc1224cac807cd42d9a901ed53c9b	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Incertae_Sedis;s__	0.999976148	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rickettsiales	f__Mitochondria	g__Incertae_Sedis	s__
83088041cf4e83bb1fe8cbe0bee8b465	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Atopostipes;s__	0.999793571	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__Atopostipes	s__
601aa3de141302a0d3af468b82085ebb	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Defluviicoccales;f__Defluviicoccaceae;g__Defluviicoccus;s__	0.997757391	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Defluviicoccales	f__Defluviicoccaceae	g__Defluviicoccus	s__
ce471dffdc2ec03aeea996cec72f25cf	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Pedosphaerales;f__Pedosphaeraceae;g__ADurb.Bin063-1;s__	0.962809077	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiia	o__Pedosphaerales	f__Pedosphaeraceae	g__ADurb.Bin063-1	s__
8b63699ca0612742a43beacd94698ab5	d__Bacteria;p__Bacillota;c__Clostridia	0.997896487	d__Bacteria	p__Bacillota	c__Clostridia				
4828afe7a0f2f7bfa588695ea0764721	d__Bacteria;p__Bacillota;c__Clostridia	0.983604971	d__Bacteria	p__Bacillota	c__Clostridia				
